customer_id,income,employment_status,age_band,debt_to_income,credit_history_length,existing_debt,missed_payments_12m,housing_status,region,digital_access_score,protected_group_proxy,loan_default
ECB-01876,44556.0,employed,50-64,0.312,15.8,6160.0,0,owner,Rural,49.6,B,0
ECB-01877,38658.0,employed,25-34,0.593,5.3,9051.0,0,mortgage,Dublin,78.2,A,1
ECB-01878,80158.0,employed,50-64,0.434,14.0,25734.0,2,private_rent,Dublin,77.8,A,0
ECB-01879,108493.0,self_employed,18-24,0.477,1.3,51479.0,0,owner,Dublin,97.0,A,0
ECB-01880,89538.0,employed,35-49,0.413,11.3,28652.0,1,owner,Cork,59.2,A,1
ECB-01881,15938.0,self_employed,25-34,0.606,3.6,5653.0,1,private_rent,Cork,69.1,B,0
ECB-01882,38305.0,employed,25-34,0.43,7.5,5985.0,0,mortgage,Cork,78.9,A,0
ECB-01883,26068.0,part_time,35-49,0.266,2.6,7642.0,0,private_rent,Rural,62.9,B,0
ECB-01884,57433.0,employed,50-64,0.441,16.0,13152.0,1,living_with_family,Cork,64.2,A,0
ECB-01885,21433.0,employed,50-64,0.32,4.9,5551.0,2,living_with_family,Cork,30.9,A,0
ECB-01886,19151.0,employed,25-34,0.095,0.5,660.0,0,mortgage,Rural,64.5,B,0
ECB-01887,83957.0,employed,25-34,0.167,0.0,5995.0,0,mortgage,Rural,78.7,A,0
ECB-01888,20232.0,part_time,50-64,0.415,8.1,4078.0,1,private_rent,Dublin,62.0,B,0
ECB-01889,23877.0,employed,35-49,0.591,6.1,6205.0,0,private_rent,Dublin,53.9,A,1
ECB-01890,28378.0,employed,25-34,0.308,11.9,6767.0,0,private_rent,Galway,37.8,A,0
ECB-01891,34464.0,part_time,50-64,0.628,7.3,14460.0,2,mortgage,Rural,76.2,A,0
ECB-01892,32204.0,employed,35-49,0.44,14.6,14032.0,2,owner,Galway,68.6,A,0
ECB-01893,46787.0,employed,35-49,0.39,6.5,8077.0,0,mortgage,Dublin,88.0,B,0
ECB-01894,30019.0,employed,25-34,0.282,13.8,5877.0,0,owner,Limerick,41.9,A,0
ECB-01895,21271.0,employed,35-49,0.507,3.5,7463.0,1,owner,Galway,59.5,A,1
ECB-01896,88519.0,self_employed,25-34,0.35,0.7,16558.0,0,living_with_family,Galway,44.2,A,0
ECB-01897,55781.0,employed,50-64,0.198,4.2,4702.0,1,owner,Rural,86.5,A,0
ECB-01898,40127.0,employed,25-34,0.757,2.6,10886.0,0,private_rent,Limerick,90.3,A,0
ECB-01899,33191.0,employed,50-64,0.174,2.0,2113.0,0,living_with_family,Galway,97.6,B,0
ECB-01900,90148.0,self_employed,50-64,0.195,10.7,11782.0,0,mortgage,Galway,77.4,A,0
ECB-01901,60851.0,employed,50-64,0.383,7.1,9167.0,0,mortgage,Galway,82.2,A,0
ECB-01902,48438.0,part_time,18-24,0.254,5.2,8180.0,0,private_rent,Cork,75.8,A,0
ECB-01903,35859.0,employed,25-34,0.601,11.2,15087.0,0,mortgage,Cork,78.3,A,0
ECB-01904,47705.0,self_employed,35-49,0.463,0.0,15589.0,1,mortgage,Limerick,68.9,A,0
ECB-01905,55882.0,employed,35-49,0.311,11.5,8761.0,0,social_rent,Galway,79.1,A,0
ECB-01906,36405.0,employed,50-64,0.361,2.2,9840.0,1,private_rent,Cork,100.0,A,1
ECB-01907,40201.0,employed,35-49,0.133,5.5,3539.0,0,private_rent,Dublin,66.9,B,0
ECB-01908,22233.0,part_time,50-64,0.767,0.0,19468.0,0,living_with_family,Limerick,68.4,A,0
ECB-01909,34598.0,part_time,25-34,0.425,11.9,5680.0,1,mortgage,Galway,71.6,A,1
ECB-01910,23156.0,employed,35-49,0.16,0.0,1459.0,0,private_rent,Cork,60.3,B,0
ECB-01911,54286.0,employed,18-24,0.542,0.0,29699.0,0,private_rent,Cork,67.4,B,0
ECB-01912,16893.0,unemployed,50-64,0.498,2.6,4735.0,4,private_rent,Dublin,59.7,B,1
ECB-01913,42553.0,employed,25-34,0.204,7.8,4311.0,0,private_rent,Rural,88.6,A,1
ECB-01914,51376.0,employed,25-34,0.165,7.7,8888.0,0,private_rent,Rural,81.8,B,0
ECB-01915,35611.0,employed,50-64,0.105,12.7,2912.0,0,social_rent,Galway,100.0,B,0
ECB-01916,31042.0,self_employed,35-49,0.193,8.0,5060.0,0,mortgage,Cork,62.6,B,1
ECB-01917,36925.0,part_time,18-24,0.233,9.5,3062.0,0,private_rent,Limerick,73.2,A,1
ECB-01918,54655.0,self_employed,18-24,0.27,6.5,8231.0,1,mortgage,Cork,67.4,B,0
ECB-01919,12990.0,unemployed,35-49,0.318,3.6,2302.0,1,private_rent,Rural,71.6,A,1
ECB-01920,32137.0,employed,25-34,0.507,5.0,15627.0,0,private_rent,Dublin,83.3,B,1
ECB-01921,42944.0,employed,25-34,0.157,16.4,4434.0,0,private_rent,Dublin,38.8,A,0
ECB-01922,32736.0,employed,35-49,0.389,14.9,10327.0,0,mortgage,Galway,71.3,B,0
ECB-01923,83362.0,employed,25-34,0.135,12.8,12343.0,0,mortgage,Dublin,98.9,B,0
ECB-01924,53767.0,employed,35-49,0.374,13.5,22859.0,0,mortgage,Galway,92.5,A,0
ECB-01925,46937.0,employed,35-49,0.336,10.9,7116.0,1,owner,Limerick,90.5,A,0
ECB-01926,30647.0,employed,25-34,0.14,10.2,3406.0,0,mortgage,Dublin,83.2,A,1
ECB-01927,58524.0,self_employed,25-34,0.247,8.8,13137.0,0,social_rent,Cork,52.3,B,0
ECB-01928,35411.0,employed,25-34,0.574,17.3,19822.0,0,mortgage,Limerick,54.5,A,0
ECB-01929,31285.0,employed,18-24,0.564,2.1,19166.0,0,living_with_family,Rural,49.6,B,0
ECB-01930,59416.0,self_employed,25-34,0.406,9.7,22513.0,1,mortgage,Cork,42.5,B,0
ECB-01931,55509.0,self_employed,50-64,0.153,0.0,7638.0,0,private_rent,Dublin,85.0,A,0
ECB-01932,12000.0,part_time,50-64,0.566,1.1,2671.0,1,private_rent,Galway,94.4,A,0
ECB-01933,26929.0,part_time,35-49,0.348,17.9,7370.0,0,private_rent,Cork,75.8,A,0
ECB-01934,44406.0,self_employed,35-49,0.598,11.7,22030.0,0,private_rent,Limerick,77.5,B,1
ECB-01935,40022.0,employed,35-49,0.334,7.4,12124.0,0,private_rent,Galway,73.3,A,1
ECB-01936,45107.0,employed,50-64,0.173,8.9,6390.0,1,social_rent,Dublin,73.2,B,0
ECB-01937,18588.0,self_employed,25-34,0.38,1.4,4789.0,1,private_rent,Limerick,24.9,B,0
ECB-01938,13043.0,employed,25-34,0.29,6.3,2798.0,2,owner,Cork,73.7,A,0
ECB-01939,27056.0,employed,25-34,0.489,0.9,14858.0,1,mortgage,Dublin,55.3,B,0
ECB-01940,52945.0,employed,18-24,0.052,3.0,1691.0,0,private_rent,Galway,67.3,A,0
ECB-01941,12000.0,employed,25-34,0.565,12.0,6625.0,0,mortgage,Rural,72.1,A,0
ECB-01942,31901.0,employed,50-64,0.39,10.9,10390.0,0,private_rent,Limerick,55.1,A,0
ECB-01943,19629.0,employed,50-64,0.288,16.8,3986.0,0,private_rent,Dublin,48.6,A,0
ECB-01944,25920.0,part_time,25-34,0.03,10.0,530.0,0,mortgage,Limerick,54.6,A,0
ECB-01945,39389.0,unemployed,35-49,0.716,0.0,22000.0,4,private_rent,Dublin,41.9,A,0
ECB-01946,42289.0,employed,35-49,0.374,18.6,15671.0,2,private_rent,Galway,47.2,A,0
ECB-01947,15550.0,unemployed,35-49,0.352,4.1,2449.0,1,private_rent,Cork,49.7,A,1
ECB-01948,68027.0,employed,35-49,0.451,9.3,33077.0,2,private_rent,Dublin,42.2,A,0
ECB-01949,16478.0,unemployed,18-24,0.451,5.0,7201.0,5,social_rent,Cork,77.5,A,1
ECB-01950,13334.0,unemployed,50-64,0.412,9.8,3456.0,0,private_rent,Rural,46.8,B,0
ECB-01951,70756.0,employed,65+,0.479,13.7,12140.0,0,living_with_family,Dublin,18.5,A,0
ECB-01952,35750.0,part_time,35-49,0.22,8.8,3419.0,0,owner,Rural,60.8,A,0
ECB-01953,16726.0,unemployed,35-49,0.627,1.6,4882.0,3,private_rent,Galway,43.0,B,0
ECB-01954,13799.0,unemployed,35-49,0.897,22.0,5358.0,3,private_rent,Cork,89.3,B,1
ECB-01955,13967.0,unemployed,25-34,0.509,11.9,3076.0,1,mortgage,Dublin,70.4,A,0
ECB-01956,63409.0,employed,25-34,0.362,8.8,25631.0,0,mortgage,Dublin,36.5,B,1
ECB-01957,40078.0,employed,35-49,0.717,18.1,25178.0,2,private_rent,Dublin,78.2,A,0
ECB-01958,45282.0,part_time,18-24,0.425,0.0,19378.0,0,mortgage,Galway,64.5,B,0
ECB-01959,29108.0,self_employed,50-64,0.352,13.0,8192.0,0,social_rent,Rural,63.7,A,0
ECB-01960,88894.0,self_employed,35-49,0.254,5.6,19073.0,0,mortgage,Rural,96.3,A,0
ECB-01961,57666.0,employed,35-49,0.22,10.6,13398.0,0,owner,Dublin,50.4,A,0
ECB-01962,27141.0,self_employed,25-34,0.291,10.7,4419.0,0,private_rent,Dublin,81.6,B,0
ECB-01963,58632.0,employed,65+,0.62,1.4,32903.0,0,mortgage,Dublin,44.6,A,0
ECB-01964,21576.0,part_time,25-34,0.338,1.1,7807.0,1,owner,Rural,67.7,A,0
ECB-01965,47337.0,employed,25-34,0.4,16.7,20810.0,1,private_rent,Dublin,54.5,A,0
ECB-01966,20902.0,part_time,25-34,0.297,7.2,4374.0,0,private_rent,Dublin,50.7,B,1
ECB-01967,27232.0,part_time,35-49,0.425,18.9,11994.0,0,owner,Galway,60.2,A,0
ECB-01968,71228.0,employed,65+,0.561,20.3,30090.0,0,private_rent,Galway,17.8,A,1
ECB-01969,58884.0,employed,25-34,0.358,7.4,11741.0,0,private_rent,Dublin,74.2,A,0
ECB-01970,25292.0,employed,50-64,0.315,6.9,4390.0,2,private_rent,Galway,65.1,B,0
ECB-01971,12000.0,unemployed,25-34,0.577,17.1,4922.0,0,mortgage,Dublin,41.0,A,0
ECB-01972,29391.0,part_time,35-49,0.155,19.4,2538.0,0,mortgage,Dublin,74.9,B,0
ECB-01973,54417.0,employed,18-24,0.293,3.0,5955.0,1,living_with_family,Dublin,94.2,A,0
ECB-01974,34424.0,employed,35-49,0.659,16.5,9855.0,0,private_rent,Cork,56.0,A,0
ECB-01975,95425.0,employed,35-49,0.261,13.9,25687.0,2,owner,Rural,53.9,A,0
ECB-01976,67243.0,employed,35-49,0.321,14.8,22768.0,0,social_rent,Galway,88.0,A,0
ECB-01977,12316.0,unemployed,25-34,0.357,9.0,4610.0,1,owner,Limerick,75.3,A,1
ECB-01978,20888.0,part_time,50-64,0.356,5.0,5901.0,1,private_rent,Dublin,65.6,A,0
ECB-01979,37878.0,employed,65+,0.119,8.0,4932.0,0,private_rent,Limerick,61.7,B,0
ECB-01980,24900.0,part_time,35-49,0.128,1.7,2385.0,1,living_with_family,Rural,72.9,A,0
ECB-01981,82065.0,employed,35-49,0.391,18.4,23098.0,1,living_with_family,Cork,93.7,A,0
ECB-01982,45026.0,part_time,50-64,0.31,8.6,10177.0,0,mortgage,Rural,67.7,A,1
ECB-01983,47372.0,employed,25-34,0.292,2.5,7649.0,0,private_rent,Galway,75.7,A,0
ECB-01984,63263.0,self_employed,50-64,0.188,13.7,10005.0,1,mortgage,Limerick,87.8,A,1
ECB-01985,23636.0,unemployed,25-34,0.501,6.0,8403.0,2,private_rent,Dublin,23.9,A,1
ECB-01986,47869.0,employed,50-64,0.168,5.1,9090.0,1,private_rent,Galway,88.4,A,0
ECB-01987,55892.0,self_employed,25-34,0.075,19.3,2034.0,1,owner,Cork,58.9,A,0
ECB-01988,19191.0,unemployed,25-34,0.379,1.6,2994.0,1,owner,Rural,72.0,B,0
ECB-01989,58071.0,employed,35-49,0.31,9.7,11348.0,0,owner,Rural,98.0,A,0
ECB-01990,29560.0,employed,35-49,0.541,5.4,8362.0,0,owner,Cork,57.5,B,0
ECB-01991,34373.0,self_employed,50-64,0.27,4.6,10621.0,0,mortgage,Rural,59.8,A,0
ECB-01992,36856.0,employed,65+,0.451,5.9,13246.0,0,social_rent,Rural,46.0,B,0
ECB-01993,33928.0,employed,25-34,0.311,8.8,6730.0,0,mortgage,Galway,41.9,A,0
ECB-01994,24031.0,employed,25-34,0.529,4.0,10991.0,1,private_rent,Dublin,100.0,A,0
ECB-01995,35270.0,part_time,25-34,0.181,11.6,4556.0,0,social_rent,Dublin,62.2,B,0
ECB-01996,54496.0,employed,35-49,0.621,8.3,17492.0,1,private_rent,Dublin,97.6,A,1
ECB-01997,25522.0,employed,35-49,0.217,6.9,3683.0,0,mortgage,Dublin,62.0,A,0
ECB-01998,23346.0,part_time,50-64,0.128,4.0,1725.0,0,social_rent,Rural,63.6,B,0
ECB-01999,42919.0,employed,50-64,0.296,15.9,10925.0,0,private_rent,Dublin,85.0,A,0
ECB-02000,31377.0,part_time,18-24,0.444,8.3,13969.0,0,private_rent,Limerick,48.2,A,0
ECB-02001,28656.0,employed,35-49,0.264,5.0,4238.0,1,social_rent,Galway,66.2,A,0
ECB-02002,12000.0,unemployed,35-49,0.408,1.4,4146.0,2,private_rent,Galway,84.3,A,1
ECB-02003,53025.0,self_employed,35-49,0.171,0.0,8293.0,1,mortgage,Dublin,59.2,B,0
ECB-02004,23382.0,employed,25-34,0.417,14.4,6293.0,1,social_rent,Galway,59.3,A,0
ECB-02005,26037.0,part_time,35-49,0.079,13.2,1514.0,0,mortgage,Galway,88.1,A,0
ECB-02006,40266.0,employed,35-49,0.036,13.9,932.0,0,social_rent,Galway,93.2,A,0
ECB-02007,39702.0,employed,25-34,0.169,7.9,4338.0,1,owner,Dublin,91.1,B,0
ECB-02008,47022.0,employed,50-64,0.115,12.7,3830.0,0,owner,Limerick,50.9,B,0
ECB-02009,95737.0,self_employed,25-34,0.375,13.8,21039.0,0,mortgage,Dublin,57.6,A,0
ECB-02010,20432.0,employed,35-49,0.441,8.1,6667.0,1,owner,Galway,54.5,B,0
ECB-02011,69180.0,employed,35-49,0.124,6.6,8137.0,1,living_with_family,Cork,80.9,A,0
ECB-02012,13550.0,employed,50-64,0.535,3.4,4824.0,0,owner,Dublin,41.5,B,0
ECB-02013,87306.0,employed,25-34,0.148,10.7,14285.0,0,private_rent,Rural,47.5,A,0
ECB-02014,18596.0,employed,25-34,0.106,11.4,1038.0,0,mortgage,Dublin,55.1,A,0
ECB-02015,139578.0,employed,25-34,0.715,6.4,70804.0,0,living_with_family,Rural,51.1,A,1
ECB-02016,35216.0,employed,35-49,0.214,7.0,6264.0,1,mortgage,Rural,78.9,B,0
ECB-02017,75005.0,employed,25-34,0.342,7.4,20131.0,0,owner,Cork,77.7,B,0
ECB-02018,75953.0,self_employed,50-64,0.289,12.6,24275.0,0,owner,Dublin,59.3,A,0
ECB-02019,38314.0,employed,25-34,0.452,1.4,10563.0,0,private_rent,Dublin,64.5,A,1
ECB-02020,39661.0,self_employed,18-24,0.329,0.0,8505.0,1,living_with_family,Rural,22.3,A,0
ECB-02021,31993.0,employed,35-49,0.267,2.9,7056.0,1,living_with_family,Galway,59.8,A,0
ECB-02022,66457.0,employed,50-64,0.727,7.7,39971.0,0,mortgage,Dublin,90.4,A,1
ECB-02023,38540.0,employed,50-64,0.171,10.1,6460.0,1,mortgage,Cork,58.8,A,0
ECB-02024,32256.0,employed,50-64,0.328,2.9,10415.0,1,owner,Dublin,48.3,A,0
ECB-02025,59384.0,employed,35-49,0.521,13.2,11100.0,0,mortgage,Galway,92.8,A,0
ECB-02026,17377.0,part_time,50-64,0.463,16.1,7731.0,1,private_rent,Cork,42.9,B,0
ECB-02027,40213.0,employed,35-49,0.193,10.7,7158.0,2,mortgage,Dublin,95.8,A,0
ECB-02028,48933.0,employed,25-34,0.346,14.3,13859.0,0,private_rent,Rural,100.0,A,0
ECB-02029,34923.0,self_employed,35-49,0.528,3.7,11128.0,1,social_rent,Dublin,66.0,A,0
ECB-02030,37377.0,employed,50-64,0.292,3.9,11753.0,1,owner,Galway,90.4,A,1
ECB-02031,93036.0,employed,25-34,0.115,11.2,10066.0,0,mortgage,Galway,38.0,A,0
ECB-02032,38282.0,employed,35-49,0.529,8.3,11258.0,0,mortgage,Rural,32.2,B,0
ECB-02033,39663.0,employed,35-49,0.18,3.9,4246.0,1,owner,Cork,53.7,A,0
ECB-02034,43096.0,employed,35-49,0.506,15.9,20031.0,0,owner,Rural,82.8,A,0
ECB-02035,31924.0,part_time,18-24,0.597,6.1,20657.0,0,private_rent,Cork,63.0,B,1
ECB-02036,12000.0,unemployed,35-49,0.22,12.2,1957.0,1,owner,Rural,64.6,A,0
ECB-02037,56514.0,employed,50-64,0.059,5.0,3508.0,0,private_rent,Dublin,44.8,A,0
ECB-02038,47087.0,self_employed,25-34,0.602,17.2,18586.0,0,social_rent,Limerick,60.7,B,0
ECB-02039,12927.0,part_time,35-49,0.046,7.7,500.0,0,living_with_family,Dublin,56.4,A,0
ECB-02040,104549.0,employed,18-24,0.241,9.8,22686.0,0,private_rent,Rural,51.4,A,0
ECB-02041,50210.0,part_time,18-24,0.067,1.5,1309.0,0,owner,Rural,44.9,B,0
ECB-02042,29272.0,self_employed,65+,0.223,14.4,3008.0,1,owner,Cork,50.5,B,0
ECB-02043,12000.0,unemployed,35-49,0.184,11.4,2059.0,2,mortgage,Cork,55.0,A,0
ECB-02044,18084.0,unemployed,25-34,0.789,18.9,7762.0,3,living_with_family,Galway,67.9,A,1
ECB-02045,24547.0,employed,25-34,0.223,6.2,2680.0,0,living_with_family,Dublin,36.2,A,0
ECB-02046,86157.0,employed,65+,0.326,14.6,11834.0,1,mortgage,Galway,61.1,A,0
ECB-02047,37767.0,employed,25-34,0.29,11.6,5800.0,0,mortgage,Limerick,72.3,A,0
ECB-02048,96743.0,employed,50-64,0.675,1.1,35948.0,0,mortgage,Cork,63.8,A,0
ECB-02049,32177.0,employed,25-34,0.033,0.0,655.0,0,mortgage,Dublin,70.9,A,0
ECB-02050,15517.0,unemployed,18-24,0.345,0.0,5886.0,0,living_with_family,Rural,84.8,A,1
ECB-02051,82475.0,employed,35-49,0.448,13.5,32014.0,1,mortgage,Dublin,41.9,A,0
ECB-02052,40318.0,employed,18-24,0.57,13.4,20793.0,1,mortgage,Galway,69.2,A,0
ECB-02053,32676.0,part_time,35-49,0.356,3.7,5305.0,0,mortgage,Dublin,44.5,A,0
ECB-02054,68620.0,employed,25-34,0.132,2.2,4554.0,0,owner,Dublin,64.6,B,0
ECB-02055,36307.0,employed,50-64,0.49,16.5,19018.0,1,mortgage,Dublin,63.3,A,0
ECB-02056,12000.0,unemployed,50-64,0.234,5.6,2407.0,1,social_rent,Cork,67.6,A,0
ECB-02057,21769.0,employed,50-64,0.113,6.6,2462.0,1,owner,Galway,78.3,B,0
ECB-02058,60630.0,employed,18-24,0.27,12.1,10410.0,0,private_rent,Cork,82.7,A,0
ECB-02059,55545.0,employed,50-64,0.595,15.2,26831.0,1,mortgage,Galway,87.6,A,0
ECB-02060,26316.0,unemployed,65+,0.243,18.4,4808.0,2,owner,Galway,44.9,A,1
ECB-02061,37098.0,employed,25-34,0.633,0.0,12081.0,0,owner,Dublin,75.7,B,0
ECB-02062,24494.0,employed,25-34,0.634,2.0,15673.0,0,mortgage,Dublin,77.1,A,1
ECB-02063,14558.0,employed,50-64,0.648,14.3,5819.0,1,owner,Galway,56.3,B,0
ECB-02064,160000.0,employed,25-34,0.491,10.2,56885.0,0,mortgage,Galway,70.1,A,0
ECB-02065,20688.0,unemployed,35-49,0.687,4.5,6482.0,1,social_rent,Galway,65.6,A,1
ECB-02066,49591.0,employed,50-64,0.577,6.7,24625.0,0,private_rent,Dublin,93.1,A,0
ECB-02067,16651.0,unemployed,18-24,0.393,10.3,6430.0,1,living_with_family,Rural,77.6,B,0
ECB-02068,24487.0,employed,35-49,0.698,16.4,11590.0,0,mortgage,Dublin,62.0,A,0
ECB-02069,32608.0,employed,35-49,0.566,8.5,20891.0,0,private_rent,Galway,60.7,A,0
ECB-02070,63352.0,part_time,25-34,0.766,4.9,27000.0,0,private_rent,Dublin,85.2,A,0
ECB-02071,62709.0,employed,50-64,0.305,7.1,20039.0,0,mortgage,Galway,92.1,A,0
ECB-02072,33070.0,employed,25-34,0.455,15.5,13935.0,0,mortgage,Cork,73.7,A,0
ECB-02073,16646.0,part_time,35-49,0.317,15.4,5754.0,0,mortgage,Limerick,79.9,A,1
ECB-02074,36973.0,employed,50-64,0.218,9.5,7583.0,0,private_rent,Dublin,91.5,A,0
ECB-02075,36414.0,employed,25-34,0.476,5.7,12925.0,1,mortgage,Galway,59.9,B,0
ECB-02076,41040.0,unemployed,50-64,0.296,14.1,8263.0,0,mortgage,Dublin,69.5,A,0
ECB-02077,38558.0,employed,18-24,0.099,12.9,3853.0,0,living_with_family,Limerick,71.8,B,0
ECB-02078,27302.0,employed,35-49,0.425,0.9,11862.0,1,owner,Dublin,60.3,A,1
ECB-02079,45416.0,employed,18-24,0.223,3.3,8324.0,1,living_with_family,Dublin,98.6,A,0
ECB-02080,47268.0,employed,35-49,0.374,14.5,16118.0,0,private_rent,Limerick,55.1,B,0
ECB-02081,23586.0,employed,50-64,0.406,8.9,6896.0,0,social_rent,Dublin,64.1,B,0
ECB-02082,55881.0,self_employed,50-64,0.438,6.0,12854.0,1,private_rent,Dublin,100.0,A,0
ECB-02083,80339.0,employed,65+,0.281,14.5,8809.0,2,mortgage,Rural,18.5,A,0
ECB-02084,44669.0,self_employed,35-49,0.299,10.4,11647.0,0,private_rent,Rural,66.9,B,0
ECB-02085,29318.0,employed,50-64,0.642,2.6,16659.0,0,private_rent,Rural,51.1,B,0
ECB-02086,36754.0,employed,35-49,0.293,9.0,9506.0,0,private_rent,Dublin,68.0,A,0
ECB-02087,22104.0,employed,50-64,0.454,10.4,8025.0,0,mortgage,Cork,46.3,A,0
ECB-02088,43905.0,self_employed,35-49,0.143,5.9,3915.0,0,owner,Limerick,61.3,A,0
ECB-02089,53629.0,employed,50-64,0.345,4.4,10058.0,1,mortgage,Dublin,68.4,A,0
ECB-02090,31148.0,employed,25-34,0.118,5.7,1484.0,2,mortgage,Limerick,72.3,A,0
ECB-02091,69205.0,part_time,35-49,0.643,3.5,20829.0,0,private_rent,Dublin,84.1,A,1
ECB-02092,66604.0,self_employed,50-64,0.345,12.9,19579.0,0,social_rent,Rural,26.2,A,0
ECB-02093,20811.0,employed,25-34,0.748,3.4,15008.0,1,private_rent,Galway,65.7,A,0
ECB-02094,12000.0,unemployed,25-34,0.568,9.5,7336.0,2,private_rent,Cork,64.9,A,1
ECB-02095,29947.0,employed,65+,0.174,11.6,2172.0,1,mortgage,Cork,50.8,A,0
ECB-02096,94649.0,employed,35-49,0.73,4.8,69216.0,1,mortgage,Dublin,68.6,A,1
ECB-02097,69627.0,employed,25-34,0.081,15.6,4681.0,0,mortgage,Cork,53.1,A,0
ECB-02098,87143.0,employed,25-34,0.461,7.8,23750.0,0,mortgage,Limerick,35.2,B,0
ECB-02099,46845.0,employed,35-49,0.371,5.0,16159.0,0,owner,Galway,71.9,A,0
ECB-02100,26310.0,part_time,35-49,0.364,4.5,10919.0,1,mortgage,Cork,50.1,A,0
ECB-02101,26599.0,employed,65+,0.16,15.3,2774.0,0,mortgage,Dublin,59.2,A,0
ECB-02102,33837.0,part_time,65+,0.773,17.8,22281.0,0,private_rent,Limerick,35.1,A,0
ECB-02103,14942.0,unemployed,35-49,0.811,15.1,6766.0,4,owner,Cork,80.5,A,1
ECB-02104,41957.0,self_employed,35-49,0.473,7.6,10197.0,0,mortgage,Dublin,67.0,A,0
ECB-02105,96580.0,self_employed,25-34,0.622,7.3,28213.0,0,owner,Rural,68.3,A,0
ECB-02106,44053.0,self_employed,50-64,0.03,9.2,500.0,0,private_rent,Cork,63.6,A,0
ECB-02107,29706.0,unemployed,25-34,0.535,9.4,14777.0,2,private_rent,Cork,60.7,A,0
ECB-02108,22819.0,employed,25-34,0.542,4.5,5768.0,1,mortgage,Rural,63.8,A,1
ECB-02109,156318.0,employed,65+,0.322,21.1,44800.0,1,owner,Cork,73.3,A,1
ECB-02110,39420.0,employed,50-64,0.243,8.6,9999.0,1,living_with_family,Rural,40.4,A,0
ECB-02111,64102.0,employed,25-34,0.2,11.3,13182.0,2,private_rent,Limerick,56.3,A,0
ECB-02112,61974.0,employed,35-49,0.137,10.7,4999.0,0,private_rent,Galway,82.0,B,0
ECB-02113,37279.0,self_employed,35-49,0.393,10.6,6587.0,0,private_rent,Dublin,82.8,A,0
ECB-02114,67411.0,employed,25-34,0.253,3.3,12021.0,0,private_rent,Dublin,92.2,A,0
ECB-02115,24152.0,unemployed,25-34,0.662,8.5,7914.0,3,social_rent,Cork,66.9,A,1
ECB-02116,33829.0,employed,25-34,0.174,20.4,3827.0,0,mortgage,Dublin,44.3,A,0
ECB-02117,34010.0,employed,35-49,0.305,16.8,8355.0,1,private_rent,Dublin,48.1,A,0
ECB-02118,47590.0,employed,35-49,0.181,9.3,7451.0,0,mortgage,Galway,62.6,A,0
ECB-02119,44268.0,employed,35-49,0.503,6.6,11680.0,1,private_rent,Limerick,81.7,A,0
ECB-02120,87283.0,employed,25-34,0.384,0.0,17832.0,0,mortgage,Dublin,63.4,A,0
ECB-02121,63972.0,employed,65+,0.234,10.9,15581.0,0,owner,Limerick,46.0,A,1
ECB-02122,45175.0,employed,35-49,0.412,8.1,20573.0,1,living_with_family,Rural,75.1,A,0
ECB-02123,55126.0,employed,50-64,0.621,6.8,29572.0,0,social_rent,Limerick,63.5,B,0
ECB-02124,16708.0,employed,25-34,0.216,7.2,2873.0,0,mortgage,Limerick,55.1,B,1
ECB-02125,31817.0,employed,35-49,0.756,11.7,21093.0,0,living_with_family,Limerick,45.0,B,1
ECB-02126,53078.0,employed,50-64,0.519,3.3,12485.0,0,mortgage,Dublin,85.0,A,0
ECB-02127,77027.0,employed,25-34,0.438,9.9,35991.0,0,mortgage,Cork,86.9,A,0
ECB-02128,51016.0,employed,25-34,0.38,7.9,10031.0,1,social_rent,Rural,49.0,A,0
ECB-02129,80890.0,employed,25-34,0.936,3.9,67054.0,3,mortgage,Galway,55.8,B,1
ECB-02130,68911.0,employed,25-34,0.467,17.2,16967.0,0,mortgage,Limerick,80.0,A,0
ECB-02131,23207.0,part_time,35-49,0.416,12.4,8837.0,1,private_rent,Rural,47.5,A,0
ECB-02132,15324.0,unemployed,25-34,0.608,4.4,8879.0,1,owner,Dublin,74.6,A,1
ECB-02133,17652.0,unemployed,25-34,0.49,11.2,8158.0,1,mortgage,Dublin,57.1,B,0
ECB-02134,34295.0,employed,35-49,0.264,1.3,6275.0,1,mortgage,Galway,41.1,B,1
ECB-02135,92882.0,employed,18-24,0.086,1.0,6685.0,0,private_rent,Dublin,100.0,A,0
ECB-02136,28313.0,employed,25-34,0.356,15.4,8358.0,0,owner,Galway,61.9,A,0
ECB-02137,29997.0,part_time,35-49,0.537,10.3,14911.0,1,mortgage,Rural,72.4,B,0
ECB-02138,36227.0,part_time,25-34,0.791,9.9,21471.0,0,private_rent,Galway,42.8,B,1
ECB-02139,22597.0,part_time,25-34,0.552,13.6,9428.0,2,owner,Dublin,90.9,B,0
ECB-02140,22686.0,part_time,25-34,0.588,11.7,11981.0,0,mortgage,Limerick,100.0,A,0
ECB-02141,45061.0,employed,18-24,0.685,3.1,15000.0,0,private_rent,Dublin,41.0,A,0
ECB-02142,37497.0,part_time,35-49,0.228,13.4,7456.0,1,private_rent,Rural,60.0,B,0
ECB-02143,23087.0,part_time,18-24,0.596,0.0,6452.0,1,owner,Dublin,91.9,A,0
ECB-02144,28825.0,employed,25-34,0.37,5.0,9912.0,0,social_rent,Rural,59.6,A,0
